"TIME","GEO","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2007","Slovakia","Total","Percentage of active population","Total","11.2",""
"2007","Slovakia","Less than 25 years","Thousand persons","Total","60",""
"2007","Slovakia","Less than 25 years","Percentage of total population","Total","7.1",""
"2007","Slovakia","Less than 25 years","Percentage of active population","Total","20.6",""
"2007","Finland","Total","Thousand persons","Total","183",""
"2007","Finland","Total","Percentage of total population","Total","4.6",""
"2007","Finland","Total","Percentage of active population","Total","6.9",""
"2007","Finland","Less than 25 years","Thousand persons","Total","56",""
"2007","Finland","Less than 25 years","Percentage of total population","Total","8.8",""
"2007","Finland","Less than 25 years","Percentage of active population","Total","16.5",""
"2007","Sweden","Total","Thousand persons","Total","298",""
"2007","Sweden","Total","Percentage of total population","Total","4.4",""
"2007","Sweden","Total","Percentage of active population","Total","6.1",""
"2007","Sweden","Less than 25 years","Thousand persons","Total","117",""
"2007","Sweden","Less than 25 years","Percentage of total population","Total","10.1",""
"2007","Sweden","Less than 25 years","Percentage of active population","Total","19.2",""
"2007","United Kingdom","Total","Thousand persons","Total","1,624",""
"2007","United Kingdom","Total","Percentage of total population","Total","3.6",""
"2007","United Kingdom","Total","Percentage of active population","Total","5.3",""
"2007","United Kingdom","Less than 25 years","Thousand persons","Total","674",""
"2007","United Kingdom","Less than 25 years","Percentage of total population","Total","8.8",""
"2007","United Kingdom","Less than 25 years","Percentage of active population","Total","14.3",""
"2007","Iceland","Total","Thousand persons","Total","4",""
"2007","Iceland","Total","Percentage of total population","Total","1.9",""
"2007","Iceland","Total","Percentage of active population","Total","2.3",""
"2007","Iceland","Less than 25 years","Thousand persons","Total","2",""
"2007","Iceland","Less than 25 years","Percentage of total population","Total","5.6",""
"2007","Iceland","Less than 25 years","Percentage of active population","Total","7.1",""
"2007","Norway","Total","Thousand persons","Total","63",""
"2007","Norway","Total","Percentage of total population","Total","1.8",""
"2007","Norway","Total","Percentage of active population","Total","2.5",""
"2007","Norway","Less than 25 years","Thousand persons","Total","25",""
"2007","Norway","Less than 25 years","Percentage of total population","Total","4.4",""
"2007","Norway","Less than 25 years","Percentage of active population","Total","7.2",""
"2007","Turkey","Total","Thousand persons","Total","2,039","b"
"2007","Turkey","Total","Percentage of total population","Total","4.2","b"
"2007","Turkey","Total","Percentage of active population","Total","9.1","b"
"2007","Turkey","Less than 25 years","Thousand persons","Total","725","b"
"2007","Turkey","Less than 25 years","Percentage of total population","Total","6.3","b"
"2007","Turkey","Less than 25 years","Percentage of active population","Total","17.2","b"
"2007","United States","Total","Thousand persons","Total","7,077",""
"2007","United States","Total","Percentage of total population","Total",":",""
"2007","United States","Total","Percentage of active population","Total","4.6",""
"2007","United States","Less than 25 years","Thousand persons","Total","2,342",""
"2007","United States","Less than 25 years","Percentage of total population","Total",":",""
"2007","United States","Less than 25 years","Percentage of active population","Total","10.5",""
"2007","Japan","Total","Thousand persons","Total","2,568",""
"2007","Japan","Total","Percentage of total population","Total",":",""
"2007","Japan","Total","Percentage of active population","Total","3.8",""
"2007","Japan","Less than 25 years","Thousand persons","Total","470",""
"2007","Japan","Less than 25 years","Percentage of total population","Total",":",""
"2007","Japan","Less than 25 years","Percentage of active population","Total","7.7",""
"2008","European Union (28 countries)","Total","Thousand persons","Total","16,750",""
"2008","European Union (28 countries)","Total","Percentage of total population","Total","4.4",""
"2008","European Union (28 countries)","Total","Percentage of active population","Total","7.0",""
"2008","European Union (28 countries)","Less than 25 years","Thousand persons","Total","4,231",""
"2008","European Union (28 countries)","Less than 25 years","Percentage of total population","Total","6.9",""
"2008","European Union (28 countries)","Less than 25 years","Percentage of active population","Total","15.9",""
"2008","European Union (27 countries)","Total","Thousand persons","Total","16,585",""
"2008","European Union (27 countries)","Total","Percentage of total population","Total","4.4",""
"2008","European Union (27 countries)","Total","Percentage of active population","Total","7.0",""
"2008","European Union (27 countries)","Less than 25 years","Thousand persons","Total","4,186",""
"2008","European Union (27 countries)","Less than 25 years","Percentage of total population","Total","6.9",""
"2008","European Union (27 countries)","Less than 25 years","Percentage of active population","Total","15.9",""
"2008","European Union (25 countries)","Total","Thousand persons","Total","15,834",""
"2008","European Union (25 countries)","Total","Percentage of total population","Total","4.5",""
"2008","European Union (25 countries)","Total","Percentage of active population","Total","7.1",""
"2008","European Union (25 countries)","Less than 25 years","Thousand persons","Total","3,984",""
"2008","European Union (25 countries)","Less than 25 years","Percentage of total population","Total","7.0",""
"2008","European Union (25 countries)","Less than 25 years","Percentage of active population","Total","15.9",""
"2008","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Thousand persons","Total","11,482",""
"2008","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of total population","Total","4.7",""
"2008","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of active population","Total","7.6",""
"2008","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 25 years","Thousand persons","Total","2,603",""
"2008","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 25 years","Percentage of total population","Total","7.0",""
"2008","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 25 years","Percentage of active population","Total","16.1",""
"2008","Euro area (19 countries)","Total","Thousand persons","Total","11,951",""
"2008","Euro area (19 countries)","Total","Percentage of total population","Total","4.7",""
"2008","Euro area (19 countries)","Total","Percentage of active population","Total","7.6",""
"2008","Euro area (19 countries)","Less than 25 years","Thousand persons","Total","2,702",""
"2008","Euro area (19 countries)","Less than 25 years","Percentage of total population","Total","6.9",""
"2008","Euro area (19 countries)","Less than 25 years","Percentage of active population","Total","16.1",""
"2008","Euro area (18 countries)","Total","Thousand persons","Total","11,863",""
"2008","Euro area (18 countries)","Total","Percentage of total population","Total","4.7",""
"2008","Euro area (18 countries)","Total","Percentage of active population","Total","7.6",""
"2008","Euro area (18 countries)","Less than 25 years","Thousand persons","Total","2,683",""
"2008","Euro area (18 countries)","Less than 25 years","Percentage of total population","Total","6.9",""
"2008","Euro area (18 countries)","Less than 25 years","Percentage of active population","Total","16.1",""
"2008","Belgium","Total","Thousand persons","Total","333",""
"2008","Belgium","Total","Percentage of total population","Total","4.2",""
"2008","Belgium","Total","Percentage of active population","Total","7.0",""
"2008","Belgium","Less than 25 years","Thousand persons","Total","78",""
"2008","Belgium","Less than 25 years","Percentage of total population","Total","6.0",""
"2008","Belgium","Less than 25 years","Percentage of active population","Total","18.0",""
"2008","Bulgaria","Total","Thousand persons","Total","202",""
"2008","Bulgaria","Total","Percentage of total population","Total","3.4",""
"2008","Bulgaria","Total","Percentage of active population","Total","5.6",""
"2008","Bulgaria","Less than 25 years","Thousand persons","Total","38",""
"2008","Bulgaria","Less than 25 years","Percentage of total population","Total","3.7",""
"2008","Bulgaria","Less than 25 years","Percentage of active population","Total","11.9",""
"2008","Czech Republic","Total","Thousand persons","Total","230",""
"2008","Czech Republic","Total","Percentage of total population","Total","2.8",""
"2008","Czech Republic","Total","Percentage of active population","Total","4.4",""
"2008","Czech Republic","Less than 25 years","Thousand persons","Total","41",""
"2008","Czech Republic","Less than 25 years","Percentage of total population","Total","3.1",""
"2008","Czech Republic","Less than 25 years","Percentage of active population","Total","9.9",""
"2008","Denmark","Total","Thousand persons","Total","101",""
"2008","Denmark","Total","Percentage of total population","Total","2.5",""
"2008","Denmark","Total","Percentage of active population","Total","3.4",""
"2008","Denmark","Less than 25 years","Thousand persons","Total","37",""
"2008","Denmark","Less than 25 years","Percentage of total population","Total","5.8",""
"2008","Denmark","Less than 25 years","Percentage of active population","Total","8.0",""
